District_clean,State_clean,fiscal_year,penta1,penta2,penta3,penta1_private,penta1_urban
ADILABAD,TELANGANA,2017-2018,13399.0,13399.0,13399.0,0.0,2679.0
ADILABAD,TELANGANA,2018-2019,11926.0,11926.0,11926.0,0.0,1952.0
ADILABAD,TELANGANA,2019-2020,13123.0,12977.0,12846.0,1067.0,3027.0
AGAR MALWA,MADHYA PRADESH,2017-2018,12269.0,12269.0,12269.0,0.0,319.0
AGAR MALWA,MADHYA PRADESH,2018-2019,13071.0,12943.0,12815.0,0.0,360.0
AGAR MALWA,MADHYA PRADESH,2019-2020,12684.0,12684.0,12684.0,0.0,523.0
AGRA,UTTAR PRADESH,2017-2018,111956.0,110398.0,110157.0,0.0,38775.0
AGRA,UTTAR PRADESH,2018-2019,100651.0,96402.0,96402.0,0.0,32983.0
AGRA,UTTAR PRADESH,2019-2020,114555.0,112190.0,112190.0,0.0,39173.0
AHMADNAGAR,MAHARASHTRA,2017-2018,79529.0,78618.0,78618.0,300.0,14477.0
AHMADNAGAR,MAHARASHTRA,2018-2019,74108.0,73278.0,73278.0,0.0,11397.0
AHMADNAGAR,MAHARASHTRA,2019-2020,74046.0,72798.0,72798.0,0.0,10149.0
AHMEDABAD,GUJARAT,2017-2018,148167.0,141954.0,140280.0,20486.0,105278.0
AHMEDABAD,GUJARAT,2018-2019,142383.0,136931.0,136931.0,1698.0,94421.0
AHMEDABAD,GUJARAT,2019-2020,145668.0,138598.0,138598.0,924.0,92057.0
AIZAWL EAST,MIZORAM,2017-2018,4549.0,4514.0,4393.0,1004.0,3167.0
AIZAWL EAST,MIZORAM,2018-2019,4379.0,4379.0,4240.0,865.0,3100.0
AIZAWL EAST,MIZORAM,2019-2020,4797.0,4668.0,4630.0,942.0,3494.0
AIZAWL WEST,MIZORAM,2017-2018,2637.0,2563.0,2563.0,38.0,1964.0
AIZAWL WEST,MIZORAM,2018-2019,2752.0,2729.0,2729.0,25.0,2056.0
AIZAWL WEST,MIZORAM,2019-2020,2846.0,2846.0,2846.0,0.0,2183.0
AJMER,RAJASTHAN,2017-2018,53538.0,51827.0,51259.0,364.0,14245.0
AJMER,RAJASTHAN,2018-2019,57326.0,54529.0,53784.0,409.0,15886.0
AJMER,RAJASTHAN,2019-2020,52489.0,51022.0,50160.0,541.0,14871.0
AKOLA,MAHARASHTRA,2017-2018,32799.0,32330.0,32319.0,912.0,10963.0
AKOLA,MAHARASHTRA,2018-2019,31385.0,30239.0,30239.0,903.0,9579.0
AKOLA,MAHARASHTRA,2019-2020,30948.0,29960.0,29942.0,928.0,9457.0
ALAPPUZHA,KERALA,2017-2018,24611.0,24611.0,24611.0,1906.0,2100.0
ALAPPUZHA,KERALA,2018-2019,23258.0,23127.0,22691.0,1596.0,2071.0
ALAPPUZHA,KERALA,2019-2020,22656.0,22656.0,22625.0,1393.0,2024.0
ALIGARH,UTTAR PRADESH,2017-2018,94031.0,87335.0,87335.0,0.0,14810.0
ALIGARH,UTTAR PRADESH,2018-2019,82873.0,76590.0,75029.0,17.0,14404.0
ALIGARH,UTTAR PRADESH,2019-2020,95963.0,93240.0,93240.0,213.0,16645.0
ALIPURDUAR,WEST BENGAL,2017-2018,20944.0,20943.0,20529.0,12.0,237.0
ALIPURDUAR,WEST BENGAL,2018-2019,21150.0,20885.0,20885.0,17.0,262.0
ALIPURDUAR,WEST BENGAL,2019-2020,21647.0,21548.0,21523.0,9.0,328.0
ALIRAJPUR,MADHYA PRADESH,2017-2018,19798.0,18254.0,17151.0,0.0,0.0
ALIRAJPUR,MADHYA PRADESH,2018-2019,20166.0,18681.0,18131.0,0.0,0.0
ALIRAJPUR,MADHYA PRADESH,2019-2020,21841.0,21023.0,20112.0,0.0,0.0
ALLAHABAD,UTTAR PRADESH,2017-2018,145081.0,139201.0,139201.0,0.0,33447.0
ALLAHABAD,UTTAR PRADESH,2018-2019,141017.0,131304.0,131304.0,0.0,30097.0
ALLAHABAD,UTTAR PRADESH,2019-2020,151486.0,144352.0,144352.0,2426.0,31039.0
ALMORA,UTTARAKHAND,2017-2018,7684.0,7684.0,7684.0,22.0,0.0
ALMORA,UTTARAKHAND,2018-2019,7274.0,7274.0,7274.0,17.0,0.0
ALMORA,UTTARAKHAND,2019-2020,6921.0,6921.0,6921.0,30.0,0.0
ALWAR,RAJASTHAN,2017-2018,76076.0,72244.0,71159.0,1699.0,4829.0
ALWAR,RAJASTHAN,2018-2019,74140.0,73961.0,73315.0,715.0,4084.0
ALWAR,RAJASTHAN,2019-2020,72813.0,69833.0,68556.0,2089.0,5618.0
AMBALA,HARYANA,2017-2018,18938.0,18668.0,18569.0,197.0,5105.0
AMBALA,HARYANA,2018-2019,18936.0,18773.0,18571.0,242.0,4142.0
AMBALA,HARYANA,2019-2020,19685.0,19621.0,19579.0,289.0,4610.0
AMBEDKAR NAGAR,UTTAR PRADESH,2017-2018,52887.0,51328.0,51328.0,0.0,2155.0
AMBEDKAR NAGAR,UTTAR PRADESH,2018-2019,57686.0,56013.0,56013.0,0.0,4612.0
AMBEDKAR NAGAR,UTTAR PRADESH,2019-2020,61588.0,60403.0,60403.0,0.0,5195.0
AMRAVATI,MAHARASHTRA,2017-2018,46409.0,44705.0,43939.0,394.0,15572.0
AMRAVATI,MAHARASHTRA,2018-2019,46503.0,44801.0,44801.0,797.0,15711.0
AMRAVATI,MAHARASHTRA,2019-2020,48512.0,46885.0,46864.0,3997.0,15851.0
AMRELI,GUJARAT,2017-2018,27513.0,26920.0,26750.0,66.0,2699.0
AMRELI,GUJARAT,2018-2019,27939.0,27220.0,27220.0,159.0,3188.0
AMRELI,GUJARAT,2019-2020,26358.0,25326.0,25326.0,153.0,2748.0
AMRITSAR,PUNJAB,2017-2018,35831.0,34407.0,34302.0,1093.0,14832.0
AMRITSAR,PUNJAB,2018-2019,35740.0,34136.0,33838.0,893.0,14566.0
AMRITSAR,PUNJAB,2019-2020,35816.0,34236.0,33534.0,660.0,14832.0
ANAND,GUJARAT,2017-2018,33657.0,32916.0,32916.0,0.0,6441.0
ANAND,GUJARAT,2018-2019,31394.0,30883.0,30883.0,0.0,5390.0
ANAND,GUJARAT,2019-2020,33363.0,33363.0,33363.0,710.0,5717.0
ANANTAPUR,ANDHRA PRADESH,2017-2018,91063.0,90936.0,90936.0,13460.0,35602.0
ANANTAPUR,ANDHRA PRADESH,2018-2019,87965.0,87361.0,87361.0,14470.0,30869.0
ANANTAPUR,ANDHRA PRADESH,2019-2020,85047.0,84140.0,84140.0,15759.0,30679.0
ANANTNAG,JAMMU & KASHMIR,2017-2018,16689.0,16584.0,16584.0,129.0,358.0
ANANTNAG,JAMMU & KASHMIR,2018-2019,16857.0,16570.0,16570.0,115.0,464.0
ANANTNAG,JAMMU & KASHMIR,2019-2020,16321.0,16321.0,16321.0,113.0,488.0
ANJAW,ARUNACHAL PRADESH,2017-2018,243.0,233.0,233.0,0.0,0.0
ANJAW,ARUNACHAL PRADESH,2018-2019,319.0,312.0,296.0,0.0,0.0
ANJAW,ARUNACHAL PRADESH,2019-2020,362.0,362.0,345.0,0.0,0.0
ANUGUL,ODISHA,2017-2018,20088.0,19464.0,19177.0,221.0,0.0
ANUGUL,ODISHA,2018-2019,19879.0,19525.0,19525.0,228.0,0.0
ANUGUL,ODISHA,2019-2020,19838.0,19838.0,19838.0,176.0,0.0
ANUPPUR,MADHYA PRADESH,2017-2018,12075.0,12075.0,11834.0,0.0,0.0
ANUPPUR,MADHYA PRADESH,2018-2019,13588.0,13320.0,13195.0,0.0,0.0
ANUPPUR,MADHYA PRADESH,2019-2020,15003.0,15003.0,15003.0,0.0,0.0
ARARIA,BIHAR,2017-2018,84041.0,83161.0,78076.0,0.0,11196.0
ARARIA,BIHAR,2018-2019,83129.0,81278.0,76058.0,0.0,9854.0
ARARIA,BIHAR,2019-2020,98100.0,98100.0,90797.0,0.0,12000.0
ARAVALLI,GUJARAT,2017-2018,22602.0,22467.0,22047.0,203.0,2093.0
ARAVALLI,GUJARAT,2018-2019,21688.0,21327.0,21327.0,305.0,2030.0
ARAVALLI,GUJARAT,2019-2020,19638.0,19638.0,19638.0,302.0,1391.0
ARIYALUR,TAMIL NADU,2017-2018,11091.0,11065.0,11065.0,209.0,558.0
ARIYALUR,TAMIL NADU,2018-2019,11144.0,11144.0,11118.0,169.0,468.0
ARIYALUR,TAMIL NADU,2019-2020,11093.0,11093.0,11093.0,91.0,428.0
ARWAL,BIHAR,2017-2018,15292.0,15179.0,14466.0,0.0,0.0
ARWAL,BIHAR,2018-2019,16519.0,15845.0,15498.0,0.0,0.0
ARWAL,BIHAR,2019-2020,16545.0,16545.0,16545.0,0.0,0.0
ASHOK NAGAR,MADHYA PRADESH,2017-2018,20020.0,19495.0,19495.0,3.0,591.0
ASHOK NAGAR,MADHYA PRADESH,2018-2019,20901.0,20850.0,20765.0,1.0,405.0
ASHOK NAGAR,MADHYA PRADESH,2019-2020,22346.0,22346.0,22166.0,0.0,653.0
AURAIYA,UTTAR PRADESH,2017-2018,29346.0,27634.0,27540.0,0.0,1006.0
AURAIYA,UTTAR PRADESH,2018-2019,31238.0,29365.0,29365.0,0.0,1054.0
AURAIYA,UTTAR PRADESH,2019-2020,34786.0,34299.0,34299.0,0.0,1420.0
AURANGABAD,BIHAR,2017-2018,55764.0,55764.0,54635.0,0.0,10234.0
AURANGABAD,BIHAR,2018-2019,58585.0,55316.0,53303.0,0.0,10657.0
AURANGABAD,BIHAR,2019-2020,62321.0,62255.0,61852.0,0.0,11506.0
AURANGABAD,MAHARASHTRA,2017-2018,79071.0,78189.0,78135.0,2795.0,23014.0
AURANGABAD,MAHARASHTRA,2018-2019,70611.0,70545.0,70471.0,635.0,20172.0
AURANGABAD,MAHARASHTRA,2019-2020,74917.0,73325.0,73200.0,320.0,21637.0
AZAMGARH,UTTAR PRADESH,2017-2018,106825.0,101431.0,101431.0,0.0,629.0
AZAMGARH,UTTAR PRADESH,2018-2019,122730.0,116522.0,114307.0,1845.0,1964.0
AZAMGARH,UTTAR PRADESH,2019-2020,139312.0,132280.0,132280.0,7004.0,4291.0
BADGAM,JAMMU & KASHMIR,2017-2018,12479.0,12479.0,12479.0,0.0,0.0
BADGAM,JAMMU & KASHMIR,2018-2019,13266.0,13266.0,13266.0,0.0,0.0
BADGAM,JAMMU & KASHMIR,2019-2020,13498.0,13466.0,13466.0,0.0,0.0
BAGALKOTE,KARNATAKA,2017-2018,43356.0,41784.0,41784.0,1129.0,7101.0
BAGALKOTE,KARNATAKA,2018-2019,40694.0,39702.0,39702.0,1066.0,7094.0
BAGALKOTE,KARNATAKA,2019-2020,39858.0,39647.0,39647.0,1067.0,8387.0
BAGESHWAR,UTTARAKHAND,2017-2018,3935.0,3868.0,3836.0,0.0,0.0
BAGESHWAR,UTTARAKHAND,2018-2019,3923.0,3783.0,3783.0,0.0,0.0
BAGESHWAR,UTTARAKHAND,2019-2020,3749.0,3699.0,3653.0,0.0,0.0
BAGPAT,UTTAR PRADESH,2017-2018,27814.0,26622.0,26622.0,0.0,1055.0
BAGPAT,UTTAR PRADESH,2018-2019,28977.0,27327.0,27327.0,8.0,1168.0
BAGPAT,UTTAR PRADESH,2019-2020,34305.0,33082.0,32953.0,2494.0,3965.0
BAHRAICH,UTTAR PRADESH,2017-2018,104521.0,95933.0,91697.0,0.0,3236.0
BAHRAICH,UTTAR PRADESH,2018-2019,94126.0,86799.0,82050.0,0.0,2739.0
BAHRAICH,UTTAR PRADESH,2019-2020,115891.0,113259.0,110476.0,0.0,3201.0
BAKSA,ASSAM,2017-2018,15069.0,15024.0,14664.0,11.0,0.0
BAKSA,ASSAM,2018-2019,14598.0,14428.0,14133.0,16.0,0.0
BAKSA,ASSAM,2019-2020,14362.0,14362.0,14362.0,13.0,0.0
BALAGHAT,MADHYA PRADESH,2017-2018,28789.0,28262.0,27994.0,0.0,780.0
BALAGHAT,MADHYA PRADESH,2018-2019,30733.0,30062.0,29832.0,0.0,745.0
BALAGHAT,MADHYA PRADESH,2019-2020,37042.0,35880.0,35265.0,0.0,918.0
BALANGIR,ODISHA,2017-2018,27559.0,27029.0,26187.0,0.0,959.0
BALANGIR,ODISHA,2018-2019,27465.0,27267.0,26869.0,0.0,968.0
BALANGIR,ODISHA,2019-2020,26928.0,26705.0,26575.0,10.0,1112.0
BALESHWAR,ODISHA,2017-2018,36906.0,36221.0,35530.0,0.0,1194.0
BALESHWAR,ODISHA,2018-2019,35400.0,34816.0,34446.0,0.0,1239.0
BALESHWAR,ODISHA,2019-2020,36158.0,35481.0,35087.0,0.0,1229.0
BALLIA,UTTAR PRADESH,2017-2018,71053.0,67626.0,67626.0,0.0,735.0
BALLIA,UTTAR PRADESH,2018-2019,64811.0,61130.0,59750.0,0.0,467.0
BALLIA,UTTAR PRADESH,2019-2020,76592.0,73746.0,72836.0,0.0,829.0
BALOD,CHHATTISGARH,2017-2018,12752.0,12291.0,12291.0,142.0,0.0
BALOD,CHHATTISGARH,2018-2019,13040.0,12768.0,12601.0,196.0,0.0
BALOD,CHHATTISGARH,2019-2020,12107.0,12107.0,12107.0,139.0,0.0
BALODA BAZAR,CHHATTISGARH,2017-2018,27021.0,26319.0,26126.0,396.0,0.0
BALODA BAZAR,CHHATTISGARH,2018-2019,27961.0,27061.0,26757.0,1030.0,1345.0
BALODA BAZAR,CHHATTISGARH,2019-2020,26700.0,26508.0,26508.0,0.0,855.0
BALRAMPUR,CHHATTISGARH,2017-2018,19012.0,18663.0,18532.0,0.0,0.0
BALRAMPUR,CHHATTISGARH,2018-2019,18918.0,18857.0,18794.0,0.0,0.0
BALRAMPUR,CHHATTISGARH,2019-2020,19930.0,19823.0,19823.0,0.0,0.0
BALRAMPUR,UTTAR PRADESH,2017-2018,57651.0,52869.0,49046.0,0.0,3061.0
BALRAMPUR,UTTAR PRADESH,2018-2019,64022.0,59110.0,57467.0,0.0,4484.0
BALRAMPUR,UTTAR PRADESH,2019-2020,73728.0,70062.0,70062.0,0.0,2469.0
BANAS KANTHA,GUJARAT,2017-2018,75124.0,72417.0,70109.0,0.0,4085.0
BANAS KANTHA,GUJARAT,2018-2019,74465.0,72053.0,70648.0,0.0,4630.0
BANAS KANTHA,GUJARAT,2019-2020,75042.0,73779.0,72024.0,2914.0,7479.0
BANDA,UTTAR PRADESH,2017-2018,41455.0,41423.0,41423.0,66.0,1820.0
BANDA,UTTAR PRADESH,2018-2019,43218.0,40544.0,39939.0,97.0,1922.0
BANDA,UTTAR PRADESH,2019-2020,41420.0,40979.0,40979.0,116.0,2341.0
BANDIPORA,JAMMU & KASHMIR,2017-2018,7335.0,7261.0,7260.0,0.0,0.0
BANDIPORA,JAMMU & KASHMIR,2018-2019,7341.0,7312.0,7249.0,0.0,0.0
BANDIPORA,JAMMU & KASHMIR,2019-2020,6966.0,6947.0,6891.0,0.0,0.0
BANGALORE RURAL,KARNATAKA,2017-2018,14805.0,14543.0,14543.0,1124.0,1722.0
BANGALORE RURAL,KARNATAKA,2018-2019,14314.0,14126.0,14126.0,962.0,1519.0
BANGALORE RURAL,KARNATAKA,2019-2020,15050.0,14787.0,14787.0,806.0,1876.0
BANGALORE URBAN,KARNATAKA,2017-2018,152516.0,151541.0,151541.0,41167.0,94539.0
BANGALORE URBAN,KARNATAKA,2018-2019,164057.0,160256.0,160256.0,43682.0,105869.0
BANGALORE URBAN,KARNATAKA,2019-2020,158682.0,155950.0,155950.0,39187.0,95271.0
BANKA,BIHAR,2017-2018,52511.0,51313.0,50543.0,0.0,175.0
BANKA,BIHAR,2018-2019,50838.0,49244.0,47318.0,0.0,138.0
BANKA,BIHAR,2019-2020,52243.0,52243.0,51493.0,0.0,150.0
BANKURA,WEST BENGAL,2017-2018,51477.0,50295.0,50295.0,22.0,2163.0
BANKURA,WEST BENGAL,2018-2019,52579.0,51302.0,51270.0,15.0,2303.0
BANKURA,WEST BENGAL,2019-2020,53250.0,52687.0,52367.0,17.0,2644.0
BANSWARA,RAJASTHAN,2017-2018,44456.0,44025.0,43582.0,0.0,641.0
BANSWARA,RAJASTHAN,2018-2019,45171.0,44555.0,44336.0,0.0,961.0
BANSWARA,RAJASTHAN,2019-2020,46057.0,45810.0,44976.0,0.0,995.0
BARABANKI,UTTAR PRADESH,2017-2018,84326.0,81830.0,81252.0,42.0,865.0
BARABANKI,UTTAR PRADESH,2018-2019,77242.0,73814.0,72794.0,155.0,691.0
BARABANKI,UTTAR PRADESH,2019-2020,86025.0,84854.0,84854.0,156.0,1136.0
BARAMULA,JAMMU & KASHMIR,2017-2018,19200.0,19049.0,19049.0,322.0,285.0
BARAMULA,JAMMU & KASHMIR,2018-2019,19698.0,18987.0,18627.0,316.0,461.0
BARAMULA,JAMMU & KASHMIR,2019-2020,19790.0,18821.0,18738.0,218.0,476.0
BARAN,RAJASTHAN,2017-2018,21784.0,20798.0,20220.0,0.0,124.0
BARAN,RAJASTHAN,2018-2019,23583.0,22956.0,22296.0,0.0,1330.0
BARAN,RAJASTHAN,2019-2020,23635.0,22784.0,22392.0,0.0,1476.0
BAREILLY,UTTAR PRADESH,2017-2018,103890.0,100342.0,98071.0,0.0,13022.0
BAREILLY,UTTAR PRADESH,2018-2019,111801.0,108181.0,105338.0,0.0,19744.0
BAREILLY,UTTAR PRADESH,2019-2020,123751.0,120541.0,120541.0,0.0,17228.0
BARGARH,ODISHA,2017-2018,20972.0,20782.0,20191.0,0.0,996.0
BARGARH,ODISHA,2018-2019,20459.0,20343.0,19651.0,0.0,988.0
BARGARH,ODISHA,2019-2020,20472.0,20359.0,20359.0,0.0,1225.0
BARMER,RAJASTHAN,2017-2018,69389.0,66220.0,66220.0,228.0,1653.0
BARMER,RAJASTHAN,2018-2019,66492.0,63908.0,63131.0,10.0,1996.0
BARMER,RAJASTHAN,2019-2020,67493.0,64618.0,64352.0,0.0,2219.0
BARNALA,PUNJAB,2017-2018,7714.0,7517.0,7517.0,307.0,1054.0
BARNALA,PUNJAB,2018-2019,7427.0,7084.0,7084.0,113.0,1267.0
BARNALA,PUNJAB,2019-2020,6910.0,6642.0,6596.0,41.0,1254.0
BARPETA,ASSAM,2017-2018,38612.0,37639.0,37110.0,43.0,0.0
BARPETA,ASSAM,2018-2019,37151.0,36836.0,36587.0,53.0,0.0
BARPETA,ASSAM,2019-2020,37531.0,37023.0,36641.0,872.0,0.0
BARWANI,MADHYA PRADESH,2017-2018,40465.0,39912.0,39289.0,194.0,1270.0
BARWANI,MADHYA PRADESH,2018-2019,43927.0,43062.0,41501.0,5.0,1337.0
BARWANI,MADHYA PRADESH,2019-2020,42263.0,41725.0,40991.0,0.0,1843.0
BASTAR,CHHATTISGARH,2017-2018,17659.0,16972.0,16972.0,215.0,1456.0
BASTAR,CHHATTISGARH,2018-2019,17862.0,17553.0,17553.0,328.0,1493.0
BASTAR,CHHATTISGARH,2019-2020,17667.0,17518.0,17518.0,177.0,1278.0
BASTI,UTTAR PRADESH,2017-2018,57434.0,55878.0,55878.0,0.0,875.0
BASTI,UTTAR PRADESH,2018-2019,56079.0,53581.0,53581.0,0.0,916.0
BASTI,UTTAR PRADESH,2019-2020,66828.0,66349.0,66349.0,0.0,1188.0
BATHINDA,PUNJAB,2017-2018,18892.0,17784.0,17784.0,1736.0,4019.0
BATHINDA,PUNJAB,2018-2019,19962.0,18771.0,18549.0,2548.0,4098.0
BATHINDA,PUNJAB,2019-2020,19456.0,18449.0,18092.0,1751.0,4259.0
BAUDH,ODISHA,2017-2018,7452.0,7452.0,7261.0,0.0,0.0
BAUDH,ODISHA,2018-2019,7583.0,7511.0,7393.0,0.0,0.0
BAUDH,ODISHA,2019-2020,7161.0,7161.0,7138.0,0.0,0.0
BEGUSARAI,BIHAR,2017-2018,85467.0,83122.0,82489.0,0.0,28970.0
BEGUSARAI,BIHAR,2018-2019,84323.0,80323.0,76769.0,0.0,28426.0
BEGUSARAI,BIHAR,2019-2020,91957.0,90295.0,88788.0,0.0,32580.0
BELGAUM,KARNATAKA,2017-2018,98023.0,94591.0,94305.0,3352.0,13219.0
BELGAUM,KARNATAKA,2018-2019,100085.0,98523.0,97578.0,2828.0,13199.0
BELGAUM,KARNATAKA,2019-2020,91058.0,87998.0,87998.0,2484.0,10335.0
BELLARY,KARNATAKA,2017-2018,57170.0,55524.0,55524.0,5.0,14385.0
BELLARY,KARNATAKA,2018-2019,52985.0,51422.0,51422.0,37.0,12624.0
BELLARY,KARNATAKA,2019-2020,53361.0,51954.0,51954.0,170.0,12165.0
BEMETRA,CHHATTISGARH,2017-2018,15876.0,15569.0,15424.0,0.0,0.0
BEMETRA,CHHATTISGARH,2018-2019,15682.0,15176.0,15116.0,22.0,22.0
BEMETRA,CHHATTISGARH,2019-2020,15871.0,15645.0,15645.0,217.0,217.0
BETUL,MADHYA PRADESH,2017-2018,26008.0,24914.0,24421.0,138.0,2269.0
BETUL,MADHYA PRADESH,2018-2019,26734.0,26230.0,25621.0,82.0,2512.0
BETUL,MADHYA PRADESH,2019-2020,29118.0,28894.0,28828.0,271.0,3091.0
BHADRADRI KOTHAGUDEM,TELANGANA,2017-2018,17356.0,17055.0,17055.0,0.0,3504.0
BHADRADRI KOTHAGUDEM,TELANGANA,2018-2019,16018.0,15790.0,15790.0,0.0,2443.0
BHADRADRI KOTHAGUDEM,TELANGANA,2019-2020,15882.0,15427.0,15427.0,0.0,2334.0
BHADRAK,ODISHA,2017-2018,24394.0,24247.0,23773.0,0.0,2096.0
BHADRAK,ODISHA,2018-2019,23831.0,23536.0,23290.0,0.0,2225.0
BHADRAK,ODISHA,2019-2020,23549.0,23133.0,22989.0,0.0,1964.0
BHAGALPUR,BIHAR,2017-2018,80912.0,78964.0,78005.0,0.0,10705.0
BHAGALPUR,BIHAR,2018-2019,77733.0,75547.0,72630.0,0.0,10456.0
BHAGALPUR,BIHAR,2019-2020,79121.0,78763.0,76518.0,0.0,10975.0
BHANDARA,MAHARASHTRA,2017-2018,17067.0,16702.0,16700.0,99.0,1075.0
BHANDARA,MAHARASHTRA,2018-2019,16806.0,16561.0,16561.0,181.0,1830.0
BHANDARA,MAHARASHTRA,2019-2020,16085.0,15915.0,15915.0,2.0,2012.0
BHARATPUR,RAJASTHAN,2017-2018,53342.0,51377.0,51377.0,0.0,564.0
BHARATPUR,RAJASTHAN,2018-2019,52698.0,51549.0,51549.0,0.0,1930.0
BHARATPUR,RAJASTHAN,2019-2020,52328.0,51320.0,51320.0,0.0,2421.0
BHARUCH,GUJARAT,2017-2018,28823.0,28584.0,28584.0,21.0,4947.0
BHARUCH,GUJARAT,2018-2019,28405.0,27893.0,27893.0,0.0,5568.0
BHARUCH,GUJARAT,2019-2020,27969.0,27623.0,27623.0,0.0,5721.0
BHAVNAGAR,GUJARAT,2017-2018,42568.0,40895.0,40665.0,1541.0,11744.0
BHAVNAGAR,GUJARAT,2018-2019,47897.0,45230.0,45230.0,4001.0,17467.0
BHAVNAGAR,GUJARAT,2019-2020,44518.0,42218.0,41590.0,1879.0,17434.0
BHILWARA,RAJASTHAN,2017-2018,48483.0,47883.0,47572.0,477.0,3009.0
BHILWARA,RAJASTHAN,2018-2019,48943.0,48064.0,47678.0,451.0,3407.0
BHILWARA,RAJASTHAN,2019-2020,46767.0,46080.0,44921.0,331.0,3197.0
BHIND,MADHYA PRADESH,2017-2018,34055.0,31929.0,30201.0,0.0,3162.0
BHIND,MADHYA PRADESH,2018-2019,34473.0,32454.0,31837.0,0.0,3506.0
BHIND,MADHYA PRADESH,2019-2020,37423.0,36490.0,36097.0,0.0,3791.0
BHIWANI,HARYANA,2017-2018,18239.0,17600.0,17480.0,0.0,3494.0
BHIWANI,HARYANA,2018-2019,20158.0,18986.0,18986.0,0.0,4027.0
BHIWANI,HARYANA,2019-2020,21799.0,21379.0,21087.0,2432.0,5366.0
BHOJPUR,BIHAR,2017-2018,59388.0,56690.0,53495.0,0.0,4415.0
BHOJPUR,BIHAR,2018-2019,59255.0,54722.0,49239.0,0.0,4188.0
BHOJPUR,BIHAR,2019-2020,60483.0,60483.0,59588.0,0.0,6730.0
BHOPAL,MADHYA PRADESH,2017-2018,40951.0,39855.0,39565.0,4608.0,27358.0
BHOPAL,MADHYA PRADESH,2018-2019,48560.0,46596.0,45328.0,9614.0,35098.0
BHOPAL,MADHYA PRADESH,2019-2020,50285.0,49398.0,48728.0,8036.0,35904.0
BID,MAHARASHTRA,2017-2018,50357.0,48303.0,48303.0,0.0,0.0
BID,MAHARASHTRA,2018-2019,47825.0,45764.0,45179.0,1129.0,4415.0
BID,MAHARASHTRA,2019-2020,48338.0,47078.0,47078.0,1414.0,5258.0
BIDAR,KARNATAKA,2017-2018,41301.0,38662.0,38192.0,322.0,4269.0
BIDAR,KARNATAKA,2018-2019,40466.0,37352.0,37352.0,129.0,4860.0
BIDAR,KARNATAKA,2019-2020,38438.0,35703.0,35525.0,288.0,5101.0
BIJAPUR,CHHATTISGARH,2017-2018,5932.0,5778.0,5585.0,14.0,0.0
BIJAPUR,CHHATTISGARH,2018-2019,6584.0,6286.0,6235.0,245.0,0.0
BIJAPUR,CHHATTISGARH,2019-2020,6269.0,6066.0,5938.0,155.0,0.0
BIJAPUR,KARNATAKA,2017-2018,54021.0,52611.0,52420.0,21.0,4069.0
BIJAPUR,KARNATAKA,2018-2019,55469.0,53899.0,53209.0,22.0,6449.0
BIJAPUR,KARNATAKA,2019-2020,52459.0,51073.0,50609.0,19.0,6480.0
BIJNOR,UTTAR PRADESH,2017-2018,77634.0,74386.0,74386.0,0.0,7269.0
BIJNOR,UTTAR PRADESH,2018-2019,81770.0,74573.0,73867.0,890.0,8820.0
BIJNOR,UTTAR PRADESH,2019-2020,100298.0,97535.0,97535.0,763.0,12409.0
BIKANER,RAJASTHAN,2017-2018,55435.0,52775.0,52231.0,1621.0,14933.0
BIKANER,RAJASTHAN,2018-2019,55738.0,52406.0,51199.0,2146.0,16391.0
BIKANER,RAJASTHAN,2019-2020,54219.0,52631.0,52080.0,1545.0,13922.0
BILASPUR,CHHATTISGARH,2017-2018,54364.0,54227.0,54227.0,6378.0,5968.0
BILASPUR,CHHATTISGARH,2018-2019,50347.0,50079.0,50079.0,141.0,6025.0
BILASPUR,CHHATTISGARH,2019-2020,55170.0,54983.0,54983.0,75.0,7784.0
BILASPUR,HIMACHAL PRADESH,2017-2018,6113.0,6089.0,6081.0,79.0,0.0
BILASPUR,HIMACHAL PRADESH,2018-2019,6169.0,6169.0,6090.0,20.0,0.0
BILASPUR,HIMACHAL PRADESH,2019-2020,5909.0,5909.0,5909.0,15.0,0.0
BIRBHUM,WEST BENGAL,2017-2018,61851.0,59971.0,59480.0,1708.0,3539.0
BIRBHUM,WEST BENGAL,2018-2019,59409.0,57131.0,56020.0,0.0,1238.0
BIRBHUM,WEST BENGAL,2019-2020,60840.0,59558.0,59134.0,0.0,1123.0
BISHNUPUR,MANIPUR,2017-2018,3944.0,3776.0,3602.0,0.0,0.0
BISHNUPUR,MANIPUR,2018-2019,3827.0,3638.0,3560.0,0.0,0.0
BISHNUPUR,MANIPUR,2019-2020,4062.0,3733.0,3517.0,0.0,0.0
BOKARO,JHARKHAND,2017-2018,46956.0,45312.0,45312.0,9067.0,10652.0
BOKARO,JHARKHAND,2018-2019,47215.0,45138.0,44879.0,10452.0,12376.0
BOKARO,JHARKHAND,2019-2020,45989.0,44595.0,44595.0,8814.0,9740.0
BONGAIGAON,ASSAM,2017-2018,14523.0,14004.0,13267.0,440.0,1249.0
BONGAIGAON,ASSAM,2018-2019,14556.0,14279.0,14273.0,599.0,1758.0
BONGAIGAON,ASSAM,2019-2020,13882.0,13429.0,13309.0,333.0,1373.0
BOTAD,GUJARAT,2017-2018,16451.0,16159.0,16159.0,668.0,2362.0
